ags	name_reference	source_page_left	source_row	eligible_voters	without_certificate	with_certificate	number_voters	invalid_votes	valid_votes	cdu	spd	fdp	ssw	dkp	dgl	gruene	fp	fsu	einzelbewerber_llsh
01059132	JOERL	88	23	515	467	48	414	0	414	272	119	1	12	0	0	10	0	0	0
01059136	KRONSGAARD	88	24	204	190	14	165	0	165	93	66	1	4	0	0	1	0	0	0
01059137	LANGBALLIG	88	25	748	677	71	596	2	594	297	238	14	23	0	4	18	0	0	0
01059138	LANGSTEDT	90	1	551	502	49	436	0	436	272	136	5	17	0	0	6	0	0	0
01059141	MAASBUELL	90	2	529	484	45	421	2	419	208	162	6	30	0	2	11	0	0	0
01059142	MAASHOLM	90	3	575	512	63	438	1	437	192	218	4	17	0	0	6	0	0	0
01059143	MEDELBY	90	4	518	487	31	423	1	422	234	142	2	41	0	0	3	0	0	0
01059144	MEYN	90	5	396	380	16	343	0	343	227	84	1	16	0	1	14	0	0	0
01059145	MUNKBRARUP	90	6	706	653	53	581	2	579	324	203	11	21	0	5	15	0	0	0
01059147	NIEBY	90	7	147	134	13	93	0	93	47	35	2	0	0	0	9	0	0	0
01059148	NIESGRAU	90	8	445	418	27	341	1	340	180	129	1	24	0	3	3	0	0	0
01059149	NORDHACKSTEDT	90	9	315	293	22	249	0	249	173	45	3	18	0	0	10	0	0	0
01059150	OEVERSEE	90	10	1331	1242	89	1066	1	1065	484	422	25	104	0	3	27	0	0	0
01059151	OSTERBY	90	11	220	205	15	188	0	188	115	51	1	13	0	0	8	0	0	0
01059152	POMMERBY	90	12	168	148	20	133	0	133	67	56	1	2	0	0	7	0	0	0
01059153	QUERN	90	13	997	908	89	762	2	760	381	277	18	51	0	4	29	0	0	0
01059154	RABEL	90	14	388	364	24	310	0	310	121	162	5	12	0	0	10	0	0	0
01059155	RABENHOLZ	90	15	195	176	19	157	1	156	73	77	0	1	0	0	5	0	0	0
01059157	RINGSBERG	90	16	286	268	18	215	0	215	130	67	4	11	0	0	3	0	0	0
01059158	SCHAFFLUND	90	17	1045	957	88	849	4	845	423	247	10	142	0	4	19	0	0	0
01059159	SIEVERSTEDT	90	18	1116	1053	63	921	0	921	527	284	15	54	1	6	34	0	0	0
01059161	SOERUP	90	19	3058	2817	241	2388	11	2377	1152	946	54	128	2	9	86	0	0	0
01059162	SOLLERUP	90	20	374	353	21	290	0	290	198	83	2	5	0	0	2	0	0	0
01059163	STANGHECK	90	21	199	179	20	145	1	144	78	52	1	7	0	0	6	0	0	0
01059164	STEINBERG	90	22	701	645	56	554	1	553	326	167	12	18	0	7	23	0	0	0
01059165	STEINBERGKIRCHE	90	23	977	896	81	769	1	768	390	324	14	19	0	5	16	0	0	0
01059167	STERUP	90	24	1119	1038	81	909	5	904	531	312	10	27	0	2	22	0	0	0
01059168	STOLTEBUELL	90	25	545	484	61	396	2	394	218	149	3	14	0	0	10	0	0	0
01059169	SUEDERHACKSTEDT	92	1	248	231	17	199	0	199	129	60	3	6	0	0	1	0	0	0
01059171	TARP	92	2	2876	2698	178	2289	2	2287	1150	919	67	103	1	3	44	0	0	0
01059173	WALLSBUELL	92	3	566	525	41	469	0	469	204	197	8	52	0	1	7	0	0	0
01059174	WANDERUP	92	4	1269	1183	86	1030	1	1029	554	338	18	89	1	1	28	0	0	0
01059176	WEES	92	5	1057	958	99	869	0	869	413	337	17	71	1	5	25	0	0	0
01059177	WEESBY	92	6	348	330	18	277	0	277	175	51	2	38	0	0	11	0	0	0
01059178	WESTERHOLZ	92	7	489	432	57	381	0	381	221	124	4	13	1	6	12	0	0	0
01059179	LINDEWITT	92	8	1344	1258	86	1066	3	1063	687	279	14	48	0	2	33	0	0	0
01059180	JARPLUND-WEDING	92	9	2213	2082	131	1789	2	1787	757	727	33	225	0	5	40	0	0	0
01059181	SANKELMARK	92	10	859	816	43	722	0	722	372	261	10	57	1	2	19	0	0	0
01059182	FREIENWILL	92	11	901	849	52	735	0	735	367	307	7	34	0	0	20	0	0	0
01060002	ALVESLOHE	94	1	1480	1374	106	1195	4	1191	720	389	17	0	0	0	65	0	0	0
01060003	ARMSTEDT	94	2	252	245	7	215	1	214	149	57	4	0	0	0	4	0	0	0
01060004	BAD BRAMSTEDT, STADT	94	3	6893	6219	674	5010	15	4995	2852	1801	171	0	2	0	169	0	0	0
01060005	BAD SEGEBERG, STADT	94	4	11025	9941	1084	8272	23	8249	4532	3238	215	0	3	48	213	0	0	0
01060006	BAHRENHOF	94	5	134	133	1	110	0	110	69	39	0	0	0	1	1	0	0	0
01060007	BARK	94	6	586	561	25	486	1	485	271	191	10	0	0	0	13	0	0	0
01060008	BEBENSEE	94	7	409	379	30	342	1	341	217	94	11	0	0	2	17	0	0	0
01060009	BIMOEHLEN	94	8	476	458	18	408	2	406	252	109	36	0	0	0	9	0	0	0
01060010	BLUNK	94	9	326	310	16	266	0	266	159	86	5	0	0	2	14	0	0	0
01060011	BOOSTEDT	94	10	2639	2421	218	2086	4	2082	1165	823	40	0	0	0	54	0	0	0
01060012	BORNHOEVED	94	11	2012	1879	133	1544	3	1541	823	645	32	0	0	3	38	0	0	0
01060013	BORSTEL	94	12	101	89	12	77	0	77	41	33	1	0	0	0	2	0	0	0
01060015	BUEHNSDORF	94	13	252	238	14	200	1	199	117	62	2	0	0	4	14	0	0	0
01060016	DALDORF	94	14	416	400	16	317	0	317	175	129	4	0	0	0	9	0	0	0
01060017	DAMSDORF	94	15	173	167	6	147	0	147	97	40	3	0	0	2	5	0	0	0
01060018	DREGGERS	94	16	43	42	1	38	0	38	27	8	0	0	0	0	3	0	0	0
01060019	ELLERAU	94	17	3065	2876	189	2461	3	2458	1237	1086	58	0	1	0	76	0	0	0
01060020	FAHRENKRUG	94	18	912	860	52	742	2	740	448	259	14	0	1	2	16	0	0	0
01060021	FOEHRDEN-BARL	94	19	189	182	7	142	0	142	115	22	1	0	1	0	3	0	0	0
01060022	FREDESDORF	94	20	192	184	8	160	2	158	120	23	8	0	0	1	6	0	0	0
01060023	FUHLENDORF	94	21	270	261	9	221	0	221	157	55	4	0	0	0	5	0	0	0
01060024	GESCHENDORF	94	22	332	306	26	279	1	278	187	78	3	0	0	2	8	0	0	0
01060025	GLASAU	94	23	591	529	62	481	1	480	218	239	16	0	1	0	6	0	0	0
01060026	GOENNEBEK	94	24	305	286	19	249	1	248	173	60	3	0	0	3	9	0	0	0
01060027	GROSSENASPE	94	25	1557	1484	73	1286	8	1278	784	417	46	0	0	0	31	0	0	0
01060028	GROSS KUMMERFELD	96	1	1166	1107	59	968	2	966	567	349	20	0	0	5	25	0	0	0
01060029	GROSS NIENDORF	96	2	416	386	30	337	0	337	186	130	6	0	0	1	14	0	0	0
01060030	GROSS ROENNAU	96	3	353	323	30	296	1	295	182	93	4	0	1	3	12	0	0	0
01060031	HAGEN	96	4	276	266	10	229	1	228	153	69	3	0	0	0	3	0	0	0
01060033	HARDEBEK	96	5	332	317	15	279	0	279	197	62	6	0	0	0	14	0	0	0
01060034	HARTENHOLM	96	6	1127	1034	93	858	1	857	472	325	22	0	0	0	38	0	0	0
01060035	HASENKRUG	96	7	219	208	11	183	1	182	106	68	2	0	1	0	5	0	0	0
01060036	HASENMOOR	96	8	438	421	17	359	0	359	244	87	15	0	0	0	13	0	0	0
01060037	HEIDMOOR	96	9	163	151	12	133	0	133	101	16	13	0	0	0	3	0	0	0
01060038	HEIDMUEHLEN	96	10	484	464	20	400	0	400	273	111	6	0	1	1	8	0	0	0
01060039	HENSTEDT-ULZBURG	96	11	13504	12410	1094	10142	22	10120	4894	4482	292	0	14	0	438	0	0	0
01060040	HITZHUSEN	96	12	740	691	49	624	2	622	379	196	28	0	0	0	19	0	0	0
01060041	HOEGERSDORF	96	13	196	188	8	161	0	161	98	50	4	0	0	0	9	0	0	0
01060042	HUETTBLEK	96	14	186	178	8	157	0	157	91	56	2	0	0	0	8	0	0	0
01060043	ITZSTEDT	96	15	908	839	69	738	0	738	384	282	36	0	0	4	32	0	0	0
01060044	KALTENKIRCHEN, STADT	96	16	8365	7758	607	6286	16	6270	3148	2756	132	0	3	0	231	0	0	0
01060045	KATTENDORF	96	17	558	516	42	461	0	461	237	199	2	0	0	0	23	0	0	0
01060046	KAYHUDE	96	18	672	620	52	536	0	536	308	185	21	0	0	2	20	0	0	0
01060047	KISDORF	96	19	2134	2009	125	1727	6	1721	1037	572	60	0	0	0	52	0	0	0
01060049	KLEIN ROENNAU	96	20	841	769	72	690	4	686	423	211	38	0	0	3	11	0	0	0
01060050	KREMS II	96	21	248	236	12	210	0	210	138	62	1	0	0	0	9	0	0	0
01060051	KUEKELS	96	22	317	299	18	271	1	270	163	95	5	0	1	0	6	0	0	0
01060052	LATENDORF	96	23	403	384	19	344	1	343	214	113	8	0	0	1	7	0	0	0
01060053	LEEZEN	96	24	1020	946	74	794	7	787	493	257	14	0	1	2	20	0	0	0
01060054	LENTFOEHRDEN	96	25	1282	1189	93	952	7	945	514	332	68	0	3	0	28	0	0	0
01060056	MOENKLOH	98	1	147	132	15	119	0	119	78	36	1	0	2	0	2	0	0	0
01060057	MOEZEN	98	2	252	238	14	197	1	196	139	46	9	0	0	2	0	0	0	0
01060058	NAHE	98	3	1454	1364	90	1182	4	1178	601	514	25	0	0	7	31	0	0	0
01060059	NEGERNBOETEL	98	4	625	597	28	483	0	483	292	160	8	0	1	1	21	0	0	0
01060060	NEHMS	98	5	370	353	17	315	2	313	238	61	6	0	0	1	7	0	0	0
01060061	NEUENGOERS	98	6	472	458	14	406	1	405	262	115	9	0	1	3	15	0	0	0
01060062	NEVERSDORF	98	7	424	395	29	338	1	337	193	117	14	0	0	2	11	0	0	0
01060063	NORDERSTEDT, STADT	98	8	48059	43778	4281	36460	92	36368	16889	16886	807	0	65	0	1721	0	0	0
01060064	NUETZEN	98	9	480	455	25	388	1	387	255	99	19	0	0	0	14	0	0	0
01060065	OERING	98	10	719	676	43	595	5	590	317	239	21	0	0	1	12	0	0	0
01060066	OERSDORF	98	11	512	476	36	419	0	419	234	157	5	0	0	0	23	0	0	0
01060067	PRONSTORF	98	12	886	822	64	718	2	716	413	261	20	0	0	1	21	0	0	0
01060068	RICKLING	98	13	1875	1573	302	1446	4	1442	836	503	46	0	0	8	49	0	0	0
01060069	ROHLSTORF	98	14	604	548	56	501	0	501	290	190	9	0	0	1	11	0	0	0
01060070	SCHACKENDORF	98	15	451	428	23	384	0	384	209	167	6	0	0	1	1	0	0	0
01060071	SCHIEREN	98	16	220	210	10	189	1	188	115	65	3	0	0	2	3	0	0	0
01060072	SCHMALENSEE	98	17	306	281	25	255	0	255	152	84	4	0	0	1	14	0	0	0
01060073	SCHMALFELD	98	18	1062	1009	53	864	1	863	528	270	14	0	1	0	50	0	0	0
01060074	SCHWISSEL	98	19	183	170	13	153	0	153	102	43	4	0	0	0	4	0	0	0
01060075	SEEDORF	98	20	1348	1213	135	1105	4	1101	606	456	12	0	0	1	26	0	0	0
01060076	SETH	98	21	1185	1142	43	929	6	923	520	354	20	0	2	3	24	0	0	0
01060077	SIEVERSHUETTEN	98	22	645	594	51	546	1	545	287	230	7	0	0	0	21	0	0	0
01060079	STIPSDORF	98	23	140	132	8	113	0	113	64	45	1	0	0	0	3	0	0	0
01060080	STOCKSEE	98	24	302	278	24	260	0	260	118	131	0	0	0	1	10	0	0	0
01060081	STRUKDORF	98	25	202	197	5	184	1	183	95	77	2	0	0	1	8	0	0	0
01060082	STRUVENHUETTEN	100	1	623	589	34	483	1	482	279	179	7	0	0	0	17	0	0	0
01060084	STUVENBORN	100	2	559	527	32	459	1	458	282	146	21	0	0	0	9	0	0	0
01060085	SUELFELD	100	3	1947	1841	106	1562	3	1559	825	611	52	0	1	14	56	0	0	0
01060086	TARBEK	100	4	129	122	7	109	0	109	88	17	0	0	0	0	4	0	0	0
01060087	TENSFELD	100	5	396	377	19	311	2	309	190	106	4	0	1	2	6	0	0	0
01060088	TODESFELDE	100	6	592	560	32	464	2	462	279	163	4	0	2	1	13	0	0	0
01060089	TRAPPENKAMP	100	7	3723	3513	210	2650	8	2642	1158	1373	38	0	1	8	64	0	0	0
01060090	TRAVENHORST	100	8	158	145	13	125	1	124	59	64	0	0	0	0	1	0	0	0
01060092	WAHLSTEDT, STADT	100	9	6594	6198	396	4855	18	4837	2493	2085	140	0	2	17	100	0	0	0
01060093	WAKENDORF I	100	10	275	265	10	234	1	233	143	77	6	0	0	3	4	0	0	0
01060094	WAKENDORF II	100	11	768	735	33	655	1	654	427	194	18	0	0	0	15	0	0	0
01060095	WEDDELBROOK	100	12	557	531	26	454	2	452	294	128	10	0	0	0	20	0	0	0
01060096	WEEDE	100	13	625	588	37	493	0	493	293	173	12	0	0	0	15	0	0	0
01060097	WENSIN	100	14	493	478	15	426	4	422	210	201	6	0	0	0	5	0	0	0
01060098	WESTERRADE	100	15	312	301	11	259	0	259	143	109	2	0	0	2	3	0	0	0
01060099	WIEMERSDORF	100	16	796	764	32	631	3	628	445	153	9	0	0	0	21	0	0	0
01060100	WINSEN	100	17	270	259	11	227	0	227	115	98	5	0	0	0	9	0	0	0
01060101	WITTENBORN	100	18	520	487	33	421	2	419	208	194	7	0	0	1	9	0	0	0
01060102	GROSS GLADEBRUEGGE	100	19	692	663	29	539	0	539	293	220	13	0	1	1	11	0	0	0
01061001	AASBUETTEL	102	1	90	83	7	69	0	69	43	18	1	0	0	0	7	0	0	0
01061002	AEBTISSINWISCH	102	2	55	53	2	51	0	51	38	8	3	0	0	0	2	0	0	0
01061003	AGETHORST	102	3	121	119	2	106	1	105	84	18	2	0	0	0	1	0	0	0
01061004	ALTENMOOR	102	4	169	158	11	144	0	144	86	54	0	0	0	0	4	0	0	0
01061005	AUUFER	102	5	91	87	4	75	1	74	58	13	1	0	0	0	2	0	0	0
01061006	BAHRENFLETH	102	6	415	390	25	334	1	333	197	108	13	0	1	2	12	0	0	0
01061007	BEIDENFLETH	102	7	657	604	53	532	4	528	276	228	5	0	0	2	17	0	0	0
01061008	BEKDORF	102	8	86	84	2	65	0	65	39	20	1	1	0	0	4	0	0	0
01061010	BEKMUENDE	102	9	162	155	7	138	0	138	73	55	3	0	0	0	7	0	0	0
01061011	BESDORF	102	10	207	196	11	181	1	180	142	32	1	2	0	0	3	0	0	0
01061012	BLOMESCHE WILDNIS	102	11	469	441	28	400	1	399	236	134	8	0	0	2	19	0	0	0
01061013	BOKELREHM	102	12	90	84	6	72	0	72	44	22	0	0	0	0	6	0	0	0
01061014	BOKHORST	102	13	129	118	11	94	0	94	72	20	1	0	0	0	1	0	0	0
01061015	BORSFLETH	102	14	636	602	34	558	4	554	294	224	7	0	1	1	27	0	0	0
01061016	BREITENBERG	102	15	203	173	30	138	0	138	75	54	4	0	0	1	4	0	0	0
01061017	BREITENBURG	102	16	911	827	84	724	3	721	335	351	13	0	1	4	17	0	0	0
01061018	BROKDORF	102	17	595	561	34	493	0	493	300	156	3	0	0	2	32	0	0	0
01061019	BROKSTEDT	102	18	1206	1104	102	963	1	962	531	408	5	0	2	1	15	0	0	0
01061020	BUETTEL	102	19	108	108	0	91	0	91	52	33	1	0	0	0	5	0	0	0
01061021	CHRISTINENTHAL	102	20	48	47	1	43	0	43	36	5	0	0	0	0	2	0	0	0
01061022	DAEGELING	102	21	592	561	31	507	2	505	285	202	8	0	0	1	9	0	0	0
01061023	DAMMFLETH	102	22	320	299	21	249	0	249	172	55	6	0	0	0	16	0	0	0
01061024	DRAGE	102	23	207	188	19	170	1	169	115	41	9	0	0	0	4	0	0	0
01061025	ECKLAK	102	24	295	278	17	237	2	235	169	43	5	0	0	0	18	0	0	0
01061026	ELSKOP	102	25	134	130	4	119	0	119	62	44	1	0	0	0	12	0	0	0
01061027	ENGELBRECHTSCHE WILDNIS	104	1	529	487	42	411	3	408	211	169	2	0	0	1	25	0	0	0
01061028	FITZBEK	104	2	263	235	28	203	0	203	139	59	1	0	0	0	4	0	0	0
01061029	GLUECKSTADT, STADT	104	3	8657	7867	790	6616	23	6593	2702	3464	145	0	5	24	253	0	0	0
01061030	GREVENKOP	104	4	245	233	12	208	1	207	107	86	6	0	0	0	8	0	0	0
01061031	GRIBBOHM	104	5	330	307	23	241	4	237	165	59	1	0	1	0	11	0	0	0
01061033	HADENFELD	104	6	69	65	4	62	0	62	51	11	0	0	0	0	0	0	0	0
01061034	HEILIGENSTEDTEN	104	7	1035	891	144	762	2	760	399	308	19	2	0	0	32	0	0	0
01061035	HEILIGENSTEDTENERKAMP	104	8	466	438	28	390	0	390	164	212	2	0	0	0	12	0	0	0
01061036	HENNSTEDT, EINSCHL. WIEDENBORTSTEL	104	9	436	407	29	351	1	350	199	143	4	0	0	1	3	0	0	0
01061037	HERZHORN	104	10	875	813	62	735	1	734	308	392	13	0	0	1	20	0	0	0
01061038	HINGSTHEIDE	104	11	59	59	0	48	0	48	47	0	1	0	0	0	0	0	0	0
01061039	HODORF	104	12	176	163	13	145	1	144	88	41	1	0	0	0	14	0	0	0
01061040	HOHENASPE	104	13	1271	1193	78	1043	4	1039	573	417	24	2	1	0	22	0	0	0
01061041	HOHENFELDE	104	14	720	653	67	557	2	555	351	176	12	0	0	5	11	0	0	0
01061042	HOHENLOCKSTEDT	104	15	4108	3852	256	3135	14	3121	1701	1272	57	4	3	0	84	0	0	0
01061043	HOLSTENNIENDORF	104	16	326	308	18	251	2	249	177	62	3	0	1	0	6	0	0	0
01061044	HORST (HOLSTEIN)	104	17	3140	2863	277	2455	15	2440	1116	1165	59	0	4	30	66	0	0	0
01061045	HUJE	104	18	183	172	11	139	1	138	91	38	4	1	0	0	4	0	0	0
01061046	ITZEHOE, STADT	104	19	26920	24534	2386	19765	48	19717	9176	9362	398	0	43	57	681	0	0	0
01061047	KAAKS	104	20	292	275	17	241	0	241	178	46	1	0	0	0	16	0	0	0
01061048	KAISBORSTEL	104	21	56	43	13	32	0	32	30	2	0	0	0	0	0	0	0	0
01061049	KELLINGHUSEN, STADT	104	22	5999	5558	441	4568	22	4546	2218	2111	98	0	1	8	110	0	0	0
01061050	KIEBITZREIHE	104	23	1493	1411	82	1183	2	1181	487	619	20	0	4	3	48	0	0	0
01061052	KLEVE	104	24	432	413	19	353	1	352	181	166	2	0	0	0	3	0	0	0
01061053	KOLLMOOR	104	25	37	37	0	33	0	33	32	0	0	0	0	0	1	0	0	0
01061054	KREMPDORF	106	1	221	213	8	169	0	169	73	90	3	0	0	0	3	0	0	0
01061055	KREMPE, STADT	106	2	1711	1561	150	1273	5	1268	646	546	27	0	0	5	44	0	0	0
01061056	KREMPERHEIDE	106	3	1744	1646	98	1341	3	1338	687	595	17	0	1	5	33	0	0	0
01061057	KREMPERMOOR	106	4	311	298	13	244	0	244	124	103	5	0	0	1	11	0	0	0
01061058	KRONSMOOR	106	5	144	142	2	129	0	129	95	30	0	0	2	0	2	0	0	0
01061059	KRUMMENDIEK	106	6	47	43	4	42	1	41	28	4	3	0	0	0	6	0	0	0
01061060	KUDENSEE	106	7	149	140	9	124	1	123	71	46	1	0	0	0	5	0	0	0
01061061	LAEGERDORF	106	8	2518	2317	201	2009	9	2000	706	1231	15	0	4	3	41	0	0	0
01061062	LANDRECHT	106	9	125	109	16	106	0	106	69	36	1	0	0	0	0	0	0	0
01061063	LANDSCHEIDE	106	10	247	235	12	202	0	202	135	61	2	0	0	0	4	0	0	0
01061064	LOCKSTEDT	106	11	143	131	12	112	4	108	77	29	0	0	0	0	2	0	0	0
01061065	LOHBARBEK	106	12	401	374	27	334	4	330	181	139	3	2	1	0	4	0	0	0
01061066	LOOFT	106	13	277	270	7	240	1	239	199	33	1	0	0	0	6	0	0	0
01061067	MEHLBEK	106	14	325	314	11	285	4	281	140	134	1	0	0	0	6	0	0	0
01061068	MOORDIEK	106	15	111	108	3	98	0	98	65	30	2	0	0	0	1	0	0	0
01061069	MOORDORF	106	16	29	29	0	28	0	28	22	5	1	0	0	0	0	0	0	0
01061070	MOORHUSEN	106	17	80	78	2	66	0	66	50	10	5	0	0	0	1	0	0	0
01061071	MUEHLENBARBEK	106	18	231	221	10	199	2	197	123	55	6	0	0	1	12	0	0	0
01061072	MUENSTERDORF	106	19	1443	1335	108	1186	3	1183	481	644	27	0	3	3	25	0	0	0
01061073	NEUENBROOK	106	20	476	452	24	408	2	406	290	96	4	0	0	1	15	0	0	0
01061074	NEUENDORF B. ELMSHORN	106	21	728	695	33	608	2	606	286	281	9	0	1	4	25	0	0	0
01061075	NEUENDORF B. WILSTER	106	22	315	291	24	264	1	263	177	61	0	0	0	0	25	0	0	0
01061076	NIENBUETTEL	106	23	87	81	6	75	0	75	51	21	0	0	0	0	3	0	0	0
01061077	NORTORF	106	24	596	547	49	468	1	467	253	184	10	0	0	0	20	0	0	0
01061078	NUTTELN	106	25	213	205	8	164	2	162	86	65	3	0	0	0	8	0	0	0
01061079	OELIXDORF	108	1	1454	1246	208	1038	1	1037	525	443	36	0	1	8	24	0	0	0
01061080	OESCHEBUETTEL	108	2	117	100	17	84	1	83	51	26	3	0	0	0	3	0	0	0
01061081	OLDENBORSTEL	108	3	90	87	3	78	0	78	73	2	0	0	0	0	3	0	0	0
01061082	OLDENDORF	108	4	759	698	61	617	1	616	337	223	21	1	0	0	34	0	0	0
01061083	OTTENBUETTEL	108	5	438	416	22	361	2	359	214	128	4	0	0	0	13	0	0	0
01061084	PEISSEN	108	6	214	206	8	184	0	184	141	34	4	0	0	0	5	0	0	0
01061085	POESCHENDORF	108	7	151	146	5	130	1	129	89	34	1	1	0	0	4	0	0	0
01061086	POYENBERG	108	8	251	240	11	211	1	210	153	47	3	0	0	1	6	0	0	0
01061087	PULS	108	9	381	354	27	294	0	294	227	58	6	0	0	0	3	0	0	0
01061088	QUARNSTEDT	108	10	307	273	34	236	1	235	164	56	4	0	0	0	11	0	0	0
01061089	RADE	108	11	93	89	4	77	1	76	48	24	3	0	0	0	1	0	0	0
01061091	REHER	108	12	547	507	40	441	0	441	320	104	9	0	0	0	8	0	0	0
01061092	RETHWISCH	108	13	425	415	10	350	1	349	152	187	1	0	1	0	8	0	0	0
01061093	ROSDORF	108	14	301	283	18	244	0	244	125	107	3	0	0	0	9	0	0	0
01061094	SACHSENBANDE	108	15	119	112	7	98	0	98	74	18	5	0	0	0	1	0	0	0
01061095	SANKT MARGARETHEN	108	16	703	651	52	547	2	545	325	195	11	0	0	0	14	0	0	0
01061096	SARLHUSEN	108	17	288	272	16	229	0	229	166	54	2	0	0	2	5	0	0	0
01061097	SCHENEFELD	108	18	1667	1497	170	1295	6	1289	704	512	26	2	0	0	45	0	0	0
01061098	SCHLOTFELD	108	19	177	165	12	157	0	157	81	69	2	0	0	0	5	0	0	0
01061099	SIEZBUETTEL	108	20	55	55	0	46	0	46	39	1	0	1	0	0	5	0	0	0
01061100	SILZEN	108	21	116	106	10	90	0	90	66	21	1	0	0	0	2	0	0	0
01061101	SOMMERLAND	108	22	628	562	66	503	0	503	291	175	14	0	1	2	20	0	0	0
01061102	STOERDORF	108	23	114	104	10	89	0	89	60	21	1	0	0	0	7	0	0	0
01061103	STOERKATHEN	108	24	57	50	7	48	0	48	33	13	0	0	0	0	2	0	0	0
01061104	SUEDERAU	108	25	563	548	15	456	3	453	206	226	7	0	0	2	12	0	0	0
01061105	VAALE	110	1	817	817	0	694	7	687	424	232	7	0	0	0	24	0	0	0
01061106	VAALERMOOR	110	2	153	146	7	120	0	120	91	18	3	0	0	0	8	0	0	0
01061107	WACKEN	110	3	1093	1014	79	841	3	838	501	301	23	2	0	0	11	0	0	0
01061108	WARRINGHOLZ	110	4	194	187	7	165	0	165	103	52	3	0	1	0	6	0	0	0
01061109	WESTERMOOR	110	5	283	274	9	236	0	236	141	83	4	0	0	1	7	0	0	0
01061110	WEWELSFLETH	110	6	916	843	73	765	3	762	371	345	9	0	0	0	37	0	0	0
01061112	WILLENSCHAREN	110	7	123	113	10	96	1	95	70	17	7	0	0	0	1	0	0	0
01061113	WILSTER, STADT	110	8	3583	3224	359	2730	12	2718	1331	1190	55	0	3	15	124	0	0	0
01061114	WINSELDORF	110	9	270	244	26	221	0	221	109	102	4	1	0	0	5	0	0	0
01061115	WITTENBERGEN	110	10	133	127	6	110	1	109	79	28	0	0	0	1	1	0	0	0
01061116	WRIST	110	11	1621	1510	111	1253	6	1247	616	566	14	0	1	5	45	0	0	0
01061117	WULFSMOOR	110	12	221	215	6	199	1	198	157	39	0	0	0	1	1	0	0	0
01061118	KOLLMAR	110	13	1418	1319	99	1184	5	1179	513	589	26	0	1	5	45	0	0	0
01062001	AHRENSBURG, STADT	112	1	21285	19230	2055	16202	49	16153	7753	7167	427	0	23	0	783	0	0	0
01062003	BADENDORF	112	2	531	506	25	458	3	455	239	199	10	0	1	0	6	0	0	0
01062004	BAD OLDESLOE, STADT	112	3	15334	14009	1325	11502	30	11472	5607	5235	225	0	13	49	343	0	0	0
01062005	BARGFELD-STEGEN	112	4	1390	1287	103	1085	6	1079	576	407	37	0	1	9	49	0	0	0
01062006	BARGTEHEIDE, STADT	112	5	7521	6958	563	5815	17	5798	2754	2594	140	0	20	37	253	0	0	0
01062008	BARNITZ	112	6	540	509	31	440	0	440	222	196	9	0	0	2	11	0	0	0
01062009	BARSBUETTEL	112	7	7137	6619	518	5686	12	5674	2777	2494	157	0	9	0	237	0	0	0
01062011	BRAAK	112	8	474	413	61	364	2	362	250	91	6	0	0	0	15	0	0	0
01062014	DELINGSDORF	112	9	779	730	49	625	3	622	334	262	2	0	0	4	20	0	0	0
01062016	ELMENHORST	112	10	1364	1301	63	1172	4	1168	678	392	45	0	1	6	46	0	0	0
01062018	GLINDE, STADT	112	11	10396	9631	765	8069	19	8050	3491	4071	152	0	10	0	326	0	0	0
01062019	GRABAU	112	12	538	507	31	432	1	431	234	180	4	0	0	3	10	0	0	0
01062020	GRANDE	112	13	394	359	35	307	0	307	159	129	11	0	0	0	8	0	0	0
01062021	GROENWOHLD	112	14	931	868	63	773	4	769	420	285	36	0	0	0	28	0	0	0
01062022	GROSSENSEE	112	15	1108	1003	105	886	3	883	448	346	48	0	0	0	41	0	0	0
01062023	GROSSHANSDORF	112	16	7003	6077	926	5460	18	5442	3007	1932	203	0	12	0	288	0	0	0
01062025	HAMBERGE	112	17	778	710	68	634	2	632	357	257	7	0	0	1	10	0	0	0
01062026	HAMFELDE	112	18	282	263	19	228	0	228	122	89	3	0	0	0	14	0	0	0
01062027	HAMMOOR	112	19	592	562	30	496	3	493	262	218	7	0	0	0	6	0	0	0
01062031	HEIDEKAMP	112	20	271	247	24	210	1	209	98	96	10	0	0	0	5	0	0	0
01062032	HEILSHOOP	112	21	368	347	21	291	2	289	176	103	5	0	0	0	5	0	0	0
01062033	HOHENFELDE	112	22	45	42	3	41	0	41	20	15	1	0	0	0	5	0	0	0
01062035	HOISDORF	112	23	2425	2219	206	1924	7	1917	991	799	52	0	2	0	73	0	0	0
01062036	JERSBEK	112	24	1050	969	81	827	5	822	480	277	28	0	1	8	28	0	0	0
01062039	KLEIN WESENBERG	112	25	376	358	18	312	0	312	188	111	6	0	0	2	5	0	0	0
01062040	KOETHEL	114	1	202	191	11	164	0	164	101	58	2	0	0	0	3	0	0	0
01062045	LUETJENSEE	114	2	1994	1747	247	1476	3	1473	773	599	48	0	0	0	53	0	0	0
01062046	MEDDEWADE	114	3	461	437	24	372	1	371	180	170	9	0	0	3	9	0	0	0
01062048	MOENKHAGEN	114	4	349	321	28	272	1	271	178	85	6	0	1	0	1	0	0	0
01062050	NERITZ	114	5	228	221	7	202	0	202	100	93	3	0	0	1	5	0	0	0
01062051	NIENWOHLD	114	6	315	300	15	256	0	256	160	77	3	0	1	5	10	0	0	0
01062053	OSTSTEINBEK	114	7	5560	5080	480	4393	13	4380	2232	1825	140	0	1	0	182	0	0	0
